failinimi,test_norm,p_norm,sum_m,sum_n,r_rb,p_norm_holm,signif_norm_holm,chi2_stat,p_chi2,cramer_v,signif_chi2,p_chi2_holm,signif_chi2_holm
jah.csv,Mann–Whitney U,1.2510696615912631e-05,67,44,-0.5358024691358025,8.757487631138842e-05,True,1.455110975564024,0.22770962050287943,0.001507170509050874,False,0.45541924100575887,False
jumal.csv,Mann–Whitney U,1.2306641702930628e-06,90,37,-0.6017369727047146,9.845313362344502e-06,True,13.459977025825289,0.0002437067414087473,0.00458391429108078,True,0.001388835953294728,True
okei.csv,Mann–Whitney U,6.80429141392077e-05,225,124,-0.40463458110516937,0.00034021457069603853,True,13.556627292699103,0.00023147265888245468,0.004600342404887066,True,0.001388835953294728,True
nagu.csv,Mann–Whitney U,0.00035597771974855096,7225,3732,-0.20737094534898393,0.0007796482912523005,True,572.1917037654248,1.873112237992235e-126,0.029887191598407234,True,1.6858010141930114e-125,True
vot.csv,Mann–Whitney U,0.0002598827637507668,74,59,-0.4958949096880131,0.0007796482912523005,True,0.051348565537789416,0.820733066866035,0.00028312517465766833,False,0.820733066866035,False
noh.csv,Mann–Whitney U,2.5055400530443153e-07,345,230,-0.4454454454454454,2.2549860477398836e-06,True,6.619466775669696,0.010087002933147477,0.003214591801508848,True,0.04034801173258991,True
eks_ole.csv,Mann–Whitney U,0.00012072692447265722,209,293,-0.4052379611377077,0.0004829076978906289,True,34.40497940742604,4.475767492424384e-09,0.0073286668624688075,True,3.1330372446970686e-08,True
oh.csv,Mann–Whitney U,3.711260669978999e-05,39,19,-0.7270471464019851,0.00022267564019873992,True,3.704274068432977,0.05427327524806566,0.0024047275839805394,False,0.16281982574419698,False
no.csv,Mann–Whitney U,0.002149289274064739,474,195,-0.26027397260273977,0.002149289274064739,True,70.83975402283319,3.8745063974693436e-17,0.010516055068088347,True,3.099605117975475e-16,True
